CONTENT,from_user_description
I am not affected by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,Ishqcholic/ Tech Lover / Argentina Football Fan / Cricket Lover/ Die Hard Fan of @AkshayKumar / Big Fan Of @TheArijitSingh / Die Hard Fan Of @ManUTD / Messi Fan
RT @bailbuddhi: Nothing to say.#SamvaadDay3 #????_????_?????_???? #currencyban #BlackMoney #ModiFightsCorruption #Kejriwal #Mamtabanerjee,
Don't let the #currencyban  take the better of you! #CheckInForCelebrations at @dlfplace_saket  all through the mon https://t.co/6iZOmHerMB,"The home of Shopping, Eating and Entertainment at the heart of South Delhi."
Now no issues of Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,A simple person with smart standard of living!Hate Backbitters and Backstabbers!
RT @moneycontrolcom: #DeMonetisation : Online health services see surge in traffic https://t.co/Mqu1gQ1psQ#currencyban #NoteBandi https://,"Passionate about Social Media, Digital Marketing & PR. Self-Employed. Music, Movies and Sports lover. Live Life King Size!"
#DeMonetisation : Online health services see surge in traffic https://t.co/Mqu1gQ1psQ#currencyban #NoteBandi https://t.co/QGgQvNMI1g,"We are India's # 1 Financial Portal, keeping a hawk-eye on markets, companies and the economy.  
Follow us to keep track of the latest developments."
Don't worry about  Demonetization #currencyban coz @FreeCharge wallet is there  #20KonFreecharge,Blogger/content writer/campaign freak/ foodie/ tech/ fashion/lifestyle/parenting/health/creative writer/ follow me on @Zomato!  https://t.co/z2xGtUVJ6L
"How Indians love cash:
An old lady at bank is exchanging notes daily. Has 40k in old notes. But won't deposit &amp; withdraw.
#CurrencyBan",I am working so that I can open a bookstore some day. No Kidding.
Me totally not affected  by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,"Loves Music,Social Media Freak,Chasing Innovation, Entrepreneur at heart"
"Eye-opener fr @RadhamohanBJP who sys #currencyban nt afctin rural India - 70 banks of #UP janpad, down shutters https://t.co/6daKR3SwtW","Assistant Executive Editor ETV News Network @News18Hindi  https://t.co/G1ITIrxD7J
Formerly Editor ETV News Gujarati,  @timesnow @indiatoday @zeenews"
RT @1985luckygal: I am not affected by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,
I am not at all affected by  Demonetization #currencyban because @FreeCharge wallet hai na. #20KonFreecharge,"Traveller, Chasing Dreams, Auto enthusiast, Building conversations, I chase innovations!"
"RT @SMEpost: #CurrencySwitch #Impact | Who gains, who loses@minmsme #currencyban #RS500 @DIPPGOI @MSMETRKOLKATA #startup #MSMEshttps://t.","Small is big,let's make it bigger with #SMEpost | Journalist | Work for MSMEs | Movie Lover | Translator | Love to write | Mountain Lv | https://t.co/ULBfqaSGWs"
RT @123telugu: Photo Moment : Ravi Babu creates frenzy at ATM centerhttps://t.co/6CP0ECHtJK#RaviBabu #CurrencyCrisis #CurrencyBan #Toll,
"#Modi has time for Pop Concerts, not Parliament - #RahulGandhiLink : https://t.co/EHaqQzLtSm#DeMonetisation https://t.co/bqLCB7Lgk6",TV9 is a Telugu news channel started in January 2004 by a team of journalists led by Ravi Prakash.
RT @123telugu: Photo Moment : Ravi Babu creates frenzy at ATM centerhttps://t.co/6CP0ECHtJK#RaviBabu #CurrencyCrisis #CurrencyBan #Toll,"Jeevithamlo Manam Kalise Prathi Vekthi valla Manam Yeduguthame kani Thaggam, Adhi Manchina Mosamina ???"
Photo Moment : Ravi Babu creates frenzy at ATM centerhttps://t.co/6CP0ECHtJK#RaviBabu #CurrencyCrisis https://t.co/2V9XdpQRMg,"The Official Twitter account of 123telugu.com,a Mallemaala Entertainments company.We are a  comprehensive & reliable resource for Telugu Movie News & Reviews"
"RT @ashrafaajtak: When aam aadmi in ques for new currency ,It is already with Militants.#currencyban #Bandipora #BlackMoney https://t.co/y",Hate world great powers and their games because they spread chaos and violence across the globe.
"""I am just a boy, standing in front of an ATM machine - wanting it to give me cash!"" #Demonitization #sonamguptabewafahai #currencyban",Social media | Lazy blogger | Digital Strategy |Crazy about Tabakmaaz & Mom's Roganjosh | Sylvia Plath l Adele & other life threatening diseases | Poor Grammar.
"RT @giniromet: Normalcy returning to Kashmir, passenger vehicles ply for the first time in 4 months. #DeMonetisation #currencyban","Hot Blooded Indian,Single,Rajput,Techie,Modi & Swamy Bhakth,Congress mukt Bharat,Army background,No Mercy for Traitors,Vande Mataram,Jai Hind !!!"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,Choi ji woo ? Joo jin mo
@ndtv NONE OF WHICH IS BLACK MONEY BUT HARD EARNED BY THE CITIZENS OF FREE INDIA #DeMonetisation #CashCleanUp #notesban #currencyban,"Physical Therapist, Loves Music, Books & Photography."
"RT @ankush_prashar: After ban Rs 500 &amp; 1000 note, I have received funny pics of Indian #Currency #BlackMoney #currencyban #currencynotes #B",
RT @ankush_prashar: New way2 queue up for Hassle free transition where's banks r closed #NoteBandi #DeMonetisation #currencyban #blackmoney,
RT @sudeershetty: CVoter Survey results on DemonetisationMore than 80? people welcoming this historic move #currencyban @narendramodi @P,II Proud Indian II Nationalist II
"RT @ndtv: West Bengal Chief Minister @MamataOfficial, opposed to #currencyban, offers government employees part of salary in cash",FOLLOWS YOU
I am not worry about  Demonetization #currencyban coz @FreeCharge wallet hai na.. #20KonFreecharge https://t.co/FMxrFvyah5,Character-less after 140....Tech Pro..
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"??? ?? ???? ?? ??? ???,
?? ???? ????? ???
?? ?? ??? ??? ???? ??? ??,
?? ???? ??????? ???
???? ??? Tweets 
#Like ?? ????????"
RT @1985luckygal: I am not affected by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,"https://t.co/a0sdxa3HCk
https://t.co/sZno9euu99"
RT @1985luckygal: I am not affected by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,Hi! Were FreeCharge. And were in the business of making digital payments - convenient and rewarding.
I am not affected by  Demonetization #currencyban coz @FreeCharge wallet hai na. #20KonFreecharge,"Ex-Senior Accounts Associate @WTWCorporate|
Digital Marketing|Social Media Image Builder|  Food Explorer, Aspiring Blogger |Love Travel & Photography|"
CVoter Survey results on DemonetisationMore than 80? people welcoming this historic move #currencyban https://t.co/2oGmIiQ72Z,Entrepreneurship. Provide education to underprivileged children. Politics for development & good governance. Country & People first. Proud-Narendra Modi our PM
Good initiative by gov of india #currencyban #DeMonetisation https://t.co/isg7tT29aG,
Just after a fortnight of #Demonitization Rs. 2000/- notes wre found wid d terrorist. Demonetization Failed #currencyban #CorruptionCleanUp,"Libations for All 
;-)"
"Demonetization will curb corruption and terrorism ......For more jokes , contact any bjp office or bhakt #currencyban &lt;3","?????? ????? ????????? ?? ?? ???? ?? !!
???? ???? ???? ???? ???? ????? !!"
#Mayawati Requests To Call Up PM Narendra Modi For #CurrencyBan Discussion during #RajyaSabhahttps://t.co/HVyok9n4WK,"Follow us for latest national, world, business, sport, entertainment and technology news.

Subscribe Mango News on Youtube : http://t.co/MGntXweR6A"
Strict action should be initiated against the #hospitals which refuse to accept the old notes abiding by the govt directive. #currencyban,Engineer. Defence Enthusiast. A proud Indian.
"Due to #SurgicalStrikesAgainstPak Kerji has gone mad, And now #CurrencyBan so he has no money for his mental treatm https://t.co/lRwGzO0goS",A Proud_Indian
"#DeMonetisation  today I paid rs, 20 bribe at Dindayal Hospital #Varanasi . #currencyban",Towards a Professional Social Worker....
#noteban #currencyban #DeMonetisation is all good for a while. It needs to be seen how #2000 notes would make up in total #Currency,"Loyal fan of Atif, SRK and BlackBerry.
Wanaa be CEO, Incisive, Strategy Thinker"
@RBI why are u posting it?ISI cn take a leaf out of it n issue fake currencies @narendramodi sensitize ur SM team https://t.co/1w9csegkCZ,"To err is human ,but repetition of error is a criminal offense !"
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,
"#RatanTata said ""#Demonetization a bold move and deserves our support"". #Blackmoney #Currencyban #Corruptionhttps://goo.gl/byyTHn",Funcastic is a mobile podcasting application where you can listen to your favorite podcasts on the go on demand.
"RT @sawandutta: An Ode to the Demonetized Rs 500 note for my song blog, The Metronome. #DeMonetization #CurrencyBan https://t.co/M3Yh0vH7cr","Consulting Editor, Corporate Citizen; Consulting Editor,MoneyLife;  RTI user; Books:The Mighty Fall;co-author,To the last bullet"
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,
"#OpinionTo eliminate queues, equalize load distribution in ATMs | #currencyban| Column by Rohit Lohia, https://t.co/b2akXfvkdH","Techcircle covers consumer #tech, biz tech, #internet & #mobile in #India. Owned by @NewsCorp @VCCircle. Signup for our free newsletter: https://t.co/DpT1lqmLbT"
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,"I am against corruption.  tweets are personal .I love my India.RT are not endorse
Ex-BJP Voter"
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,"???? ?? ???????? ?? PM ????? ?? ??? ?????? ?? ???, ???? ???? ????? ???? ?? ????? ?? ???? ??? ??? ???????? ???? ????? ??? ??? ???? ?? ?????? ?? ?? no excuse"
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,"here for masti#luv2party#open minded# no to contact number#no nudes#i abuse#DM is open,dat doesn't mean u send me pix of ur LULLI...anti-bhakt."
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,Online Activist of Aam Aadmi party. India
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,????- @ravishndtv(Ravish Kumar) |@Drkumarvishwas | AK ??????? | ???? ???? LOL | Everyone's deeds will be revealed. Karma cannot be bribed.
"RT @dileeeprajus: Please answer to the Nation, How many people still left outside the Banks?? #CurrencyBan #mamtakejrixposed #DeMonetisation","?? ?????? ???? ???? ?? ??? 
??? ?? ???? ???? ??, ??????? ???? ???? ??? 


- ????, ?? ?????"
"Please answer to the Nation, How many people still left outside the Banks?? #CurrencyBan #mamtakejrixposed #DeMonetisation",? Dreamer ? | Run Time: 26Y | RGV_Addict
RT @Danish_Raza: hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,Senior VMware Administrator @ Wipro Technologies
hahahaha must watch @sudhirchaudhary at his best.. #currencyban #CurrencyCrisis #zeenews https://t.co/PBC7XuIjhw,...phir sharab bolati rahi... aur main chup raha.. :)
RT @abhay8942: An old story but effects are there in the banks of Bihar villages. #currencyban #CurrencyCrisis https://t.co/pyfurxj3Mg,"Accept responsibility for your life. Know that it is you who will get you where you want to go, no one else"
RT @TheTimesWOW: When Bank Employees Enter The Branch!#DeMonetisation #currencyban https://t.co/IK8BO8HzV9,"A Giver..but never gives up :-) 
#Business #Entrepreneurship #social Media #books #music #movies #YouTube #Humour #SARCASM
Being Happy ~"
A Humble Request. #NoteBandi #currencyban https://t.co/MDgQsOr9ZD,"Jo Tweet Karoonga, Sach Tweet Karoonga. 
Sach Ke Siva Kuch Aur Tweet Nahi Karoonga."
"RT @Outlookindia: Torn and damaged #currency notes changer, at Sadar Bazaar, in #Delhi #currencyban Full video: https://t.co/JcPBKTymww ht",
"RT @Outlookindia: Torn and damaged #currency notes changer, at Sadar Bazaar, in #Delhi #currencyban Full video: https://t.co/JcPBKTymww ht","Proud Indian & Hindu. India & Hinduism first. Maximum respect for our Armed forces,Security Agencies,Farmers & Freedom Fighters. Pro Israel &Jews.RtsNOTendrsmnt"
"RT @Outlookindia: Torn and damaged #currency notes changer, at Sadar Bazaar, in #Delhi #currencyban Full video: https://t.co/JcPBKTymww ht",Information about Twitter's #TrendingTopics in India  #trndnl
Talking Point: Its not just the #corruption that stinks!https://t.co/y2ihtl2VVD #Demonetisation #CurrencyBan https://t.co/0b79iZKcVu,
RT @ndtv: More than Rs. 5 lakh crore has been deposited in banks: PM @narendramodi on #CashCleanUp #currencyban https://t.co/R0hPR5JPlq htt,
#currencyban : Parking charges at airports suspended till Nov 28. #DeMonetisation  https://t.co/AwuXxTJMtl,Political and Social Analyst.  #IndiaFirst Privilege - India's PM @narendramodi ji follows me.  All views are strictly personal. RT's Not Endorsement
"Demonetising India, how this will impact the common man - https://t.co/TmEnMGNnLM #Currencyban #Indiahttps://t.co/2ozEDYCZ7v","Manipal Integrated Services Ltd, a part of Manipal Education and Medical Group (MEMG).This page contain all the information about MIS and our services."
#CurrencyBan could have been handled in a better way: @arthakranti @FinMinIndiahttps://t.co/o6WlQvTPos https://t.co/uDjdd2XT5W,Official twitter account of the Eenadu India. News breaking service :http://t.co/1rDPMmTN1K..
Crack whip on officials linked to #Note change: #RBI to #Bankshttps://t.co/n7nLBuhZdN #Demonetisation https://t.co/dY4KhxlShK,
RT @TheQuint: #QBullet: 80% dont mind #CurrencyBan trouble; Indian economy slowdownhttps://t.co/VakjNOCqp8 https://t.co/txfOJN94OH,
RT @TheQuint: #QBullet: 80% dont mind #CurrencyBan trouble; Indian economy slowdownhttps://t.co/VakjNOCqp8 https://t.co/txfOJN94OH,"Founder @TheQuint, @BloombergQuint, Network18 | Entrepreneur, Business Leader, Media Industry Expert | Author-SuperEconomies & Superpower?"
#QBullet: 80% dont mind #CurrencyBan trouble; Indian economy slowdownhttps://t.co/VakjNOCqp8 https://t.co/txfOJN94OH,Mobile-first digital news platform | We are the signal over the noise
"#OpinionTo cut down queues at ATMs, the government should raise cash capacity at every stage | #currencybanhttps://t.co/FwVJsOMfBc","Techcircle covers consumer #tech, biz tech, #internet & #mobile in #India. Owned by @NewsCorp @VCCircle. Signup for our free newsletter: https://t.co/DpT1lqmLbT"
RT @bailbuddhi: Nothing to say.#SamvaadDay3 #????_????_?????_???? #currencyban #BlackMoney #ModiFightsCorruption #Kejriwal #Mamtabanerjee,Country first i am for strict action on all anti nationals to ensure country rises from the apathy it has fallen into.
Stalwarts speak on PM Modihttps://t.co/h0wy26TAcXvia NMAppLook what Anna speaks of #CurrencyBan https://t.co/nNpluj9cwO,"HARE KRISHNA!
Peace lover..."
Why RBI is issuing Rs2000 #Rupees Notes? - #BlackMoney #Rs500Rs1000 #currencyban SHOW Adshttps://t.co/gh30K4B8Wt https://t.co/3nHHO3nlmS,Product Review and tips from experts and users.
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,?????? ?? ?? ?????? ???? ?? ?? ?????? ???? ??????
RT @moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship https://t.co/JYUm24yheE https://t.co/D8VCPEuF5N,
RT @moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship https://t.co/JYUm24yheE https://t.co/D8VCPEuF5N,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Social Activist 
Member of Swaraj Abhiyan 
Bangalore Karnataka"
"At least sanity prevailed, no country in this world as our Bharat #currencyban https://t.co/hLqlCp1sUU",it's me
Kiran Aamirkhan Rao on #currencyban: Greater Good Should Help Tide Over Hardship | VHP ko ghar wapasi qubool?,"Self-proclaimed rationalist, ever keen to learn in any form, from any source; involved with some social work - as a small payback for goodness received."
RT @moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship https://t.co/JYUm24yheE https://t.co/D8VCPEuF5N,
ndtv: RT moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship  https://t.co/ZuRPu7s3VK,Mobile App Producer. Avid Photographer. Slow driver.
ndtv: RT moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship  https://t.co/HGB6bUOnoy,"Media Presenter, Photographer"
RT @moviesndtv: Kiran Rao on #currencyban: Greater Good Should Help Tide Over Hardship https://t.co/JYUm24yheE https://t.co/D8VCPEuF5N,Breaking news alerts from India
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,??????  ?????
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Long Years Back We made a Tryst with Destiny&now that time comes when we shall redeem our Pledge,not wholly or in full measure but very substantially ~ Pt Nehru"
"Suspension of parking charges at airports extended till Nov 28 https://t.co/Z1EawxqjM9 #CurrencyBan #PMModi, #Demonetization #airports",A news and reference portal on India and news service
"Thanks @arunjaitley ji, you're the only one in BJP to stand up against Moron Modi's decision! #currencyban https://t.co/FLCG81bCDk","Desi in the West. Tweets on inter-religious, east-west cultural studies and geopolitics. Love challenging status quo n convention."
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,???? ???? ???? ?? ??? ??? ? ?? ????? ? ?? ???? ????? ?????? ?
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"?????????? #????????_???_??????? ????
                        ?????????? ??????? ???? 
Spiritual_Counsellor


Several SUPERSTARS follows ME _/\_"
Took part in the survey on @narendramodi App &amp; shared my opinion on #currencyban. https://t.co/DUuVEhHPd9 #WorthParticipating ??,Entrepreneur (@Jeet_eSolutions) ~ Content Therapist ~ Social Media Lover ~ Kathak Dancer ~ Blogger
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,H.R. Professional with 13+ yrs exp.
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Bsc Maths.BEd,MA , mother of two children"
RT @rupendrakthakur: @sudhirchaudhary @ZeeNewsHindi Sudhir Sir Hats Off to you to support for #CurrencyBan and Promote India for Developing,Social Worker and Political activist
@virendersehwag ..most trending hashtag on twitter this days after #currencyban is #virukefunde ..,hack problems by your smiley curves...
#Gujarat #Congress #slammed #govt over #currencyban https://t.co/GOHq1UInue #Ahmedabad https://t.co/zuIuN7UVFP,Authentic Video based News updates from Ahmedabad and Gujarat
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,I am a splendidly silent person.
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"!!???? ????!!
!??????? ??????!"
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,Chairman - Tamil Nadu Congress Committee Minority Department | Advocate By Profession | Peace & Prosperity| Tweets are personal |RTs Not Endorsement | Jai Hind.
What Aamir Khan Said About Notes Ban at Wrestler Geeta ... - https://t.co/kMD2vaiOsf - #AamirKhan #AamirKhanCurrencyBan #CurrencyBan,Online News Portal
@narendramodi @PMOIndia sir you are taking very brave step. plz make donation of all political party transparent. #currencyban #BJP,"journalist, blogger, romantic, Foodie, adventurous, photographer, naturelist, cinemaholic, free spirited, forward thinking, lone Traveller, ????? ?? ???"
"RT @TheDeccanHerald: Big Bazaar allows cash withdrawal up to Rs 2,000 from Nov 24 #currencyban #atmwithcash | https://t.co/trvMnh9Zf5 https",Academic nomad. Shuns morons. RTs not necessarily endorsements. Votes NOTA.
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
"Big Bazaar allows cash withdrawal up to Rs 2,000 from Nov 24 #currencyban #atmwithcash | https://t.co/trvMnh9Zf5 https://t.co/8oK3W2caVm",Serving news and insights with impeccable credibility for over six decades. Refreshingly real.
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,My cuteness
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,Hindi Hindu Hindustan.
RT @deep_anchor: It's another day for you and me in  paradise.#Demonetization#CurrencyBan#AccheDin( via @ttindia ) https://t.co/sKuU8ei,"Post Graduate from Mumbai Univ. Compulsive AAPaholic. 
Believe that the politics behind every communal action is economics."
Everchanging withdrawal limits indicate Govt's unpreparedness.Acts of hurry making the poor suffer..#currencyban #CurrencyCrisis,an aam aadmi
#OpinionHow can we reduce the crowding at ATMs? | #currencyban| Column by Rohit Lohia @cointribehttps://t.co/QEcUVgZ4l0,"Techcircle covers consumer #tech, biz tech, #internet & #mobile in #India. Owned by @NewsCorp @VCCircle. Signup for our free newsletter: https://t.co/DpT1lqmLbT"
"RT @madplays: I call @amas32 again on @SpareMin to check in on the state of the #currencyban. She is awesome to talk to, as always https://","The easiest micro-podcasting app. Take calls, share your conversations, and build your audience."
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
"RT @madplays: I call @amas32 again on @SpareMin to check in on the state of the #currencyban. She is awesome to talk to, as always https://",Living in Chennai and loving it.
10 Ideas That Still Can Work For the Black Money Hoarders in India #currencyban https://t.co/hmVajQhaI1,I am Kim Suri and i am a model from Mumbai. I wanna be a bollywood actress and i am working hard on it.
Telcos make mobile short code messages free till Dec 31 #DeMonetisation #currencyban | https://t.co/lfh2pfPanZ https://t.co/DuEGQD4Pu4,Serving news and insights with impeccable credibility for over six decades. Refreshingly real.
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,Twitter ??????? ?? ???
"I call @amas32 again on @SpareMin to check in on the state of the #currencyban. She is awesome to talk to, as always https://t.co/yp3H6fXpD1",Playwright. My mom is famous on Twitter. 'In Love and Warcraft' published by Samuel French: https://t.co/nBKYGUqRtb
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
IF 1 DOLLAR EQUALS TO 1 RUPEE..THEN iPhone Will Be #650 Rupees#JokerSays#currencyban #Modi @myvotetoday,"https://t.co/7fprtO2izb
#JokerSays"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"As long as people can change, World can change...for better. Retweets are not endorsements."
Has politics baptised our beat journalists? @rakeshkhar @awasthis @upadhyayumesh @jaideepkarnik @AMISHDEVGAN #BJP #Congress #currencyban,Journalist & Communication Professional. Poet & Photography Enthusiast!! Tweets are strictly personal. RT no endorsement of a view
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,civil engineering student @nssce pkd
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,Meditator + Spiritual + Adventurous + Believes in doing things 100% + Passionate about business + Part of the solution i.e VBI. #WCF
"2/3 is little 'theatrical', that too on format of quizzing as people r required to fill in the details before posting on #currencyban #news","Journalist with a Web News Media. I simply love NEWS. I love music (anything & everything), cinema, art & creative work, Karate, photography many more..."
RT @gsurya: #currencyban Modi : just 3 days suffering Jaitley : pls wait for a weekModi : give me 50 daysJaitley: will look good only a,
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"Ek Bharat
Shreshtha Bharat
?? ???? ???"
Pro or against both seems to biased! So called big journalists are hunting for their kind of sound bytes?? @rakeshkhar #currencyban #money,Journalist & Communication Professional. Poet & Photography Enthusiast!! Tweets are strictly personal. RT no endorsement of a view
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,Raving coffee enthusiast!
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
@ndtv @MamataOfficial  corruption will control by #currencyban,"Teacher,   Social Activist. ,  Teacher  Award 1998,  Educationists,   Frank comments,  ,writer"
RT @SirJadeja: Do You Support Prime Minister Modi's #SurgicalStrikeonBlackMoney?RT -YesFav -No#BlackMoney #CORRUPTION #CurrencyBan Rs,"Die hard nationalist, Hindu & a strong supporter of Narendra Modi Ji. Nation First and then Hindu Ideology. Demand to rewrite history. Rt's are not endorsements"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"AAP YOUTH WING MEMBER ! CIVIL Engineer! 
#AamAadmiParty ! AAP Da Punjab ????
 #aapdapunjab ! 
RETWEETS My Endorsement !"
ndtv: .MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/Gcv93k9wfG https://t.co/H9sqRrmhfw,Mobile App Producer. Avid Photographer. Slow driver.
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"| monotheism | 
We live in a country where Nationalism starts in Newsroom and ends up on social media"
IRCTC waives off service charge for online bookings till year end: PTI #DeMonetisation #currencyban,Serving news and insights with impeccable credibility for over six decades. Refreshingly real.
RT @BHASHKARSUMN: After #CurrencyBan the life of @ArvindKejriwal and her didi @MamataOfficial ???????????????????????????????????? https://t.co/AGCoqzLVpi,"Retired GOI officer,PM Narendra Modi kind enough to follow me,nationalist,AAPTARDS,CONGI stay away Jai Hind"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,AAP:Challenging the status quo; Shaking up system;Entrepreneur governance; Creative destruction in Indian politics.We are a revolution.Indian is changing.
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,"Young, Wild, Being Human, Positive, Adventurous, IT professional, Bangalore India"
RT @ndtv: .@MamataOfficial to protest in Delhi tomorrow against #currencyban https://t.co/0XhhFMWysf https://t.co/b9WFP7pxeY,
